,PC1,PC2,PC3,regions
0,1.9043091748413934,-0.7870640631211268,0.2065959770215138,Region 1
1,7.814131082927291,-0.5370461263565715,0.1825037862367933,Region 1
2,-6.336435822521029,-1.4848205436204749,0.03071775934846039,Region 1
3,-8.412532082673774,-1.9140523711283113,-0.15788704614498777,Region 1
4,-0.005401403700002462,-0.5574274350716122,0.19602041299299655,Region 1
5,-16.697729665888684,-1.8338580064870484,0.14280968237487915,Region 1
6,-9.466213556480568,-1.2721393196169795,0.5493352614989214,Region 1
7,-8.941290951065461,-1.613731415264994,0.068243457916128,Region 1
8,-5.987366552091798,-0.7790778631722451,0.6828311907001009,Region 1
9,-3.869989431055606,3.1288508351248057,0.5407549135667477,Region 2
10,10.1089703301527,2.123544720039277,-0.14891736657984952,Region 2
11,-19.028985023481727,3.1231931421606838,0.4540772742988216,Region 2
12,-1.324588295844301,1.5017804478631673,-0.1882333971911506,Region 2
13,-5.555224048730085,0.9906528357723059,-0.2851376539892434,Region 2
14,-5.212069813656069,-0.17297914979207413,-0.5978408823093782,Region 2
15,-9.29154586010977,0.4507901547167613,-0.5843958990122025,Region 2
16,-10.162564417989653,0.8125494025686433,-0.4944919302050599,Region 2
17,-12.768434706966215,0.9954335340072451,-0.35844934903269643,Region 2
18,11.222706793419906,-0.12404191691575478,-0.034173758544994666,Region 3
19,19.484389939714085,0.341310830566906,0.07530353453357547,Region 3
20,14.730531714067597,-0.015364162150324661,-0.08894900323411876,Region 3
21,12.602875012205676,-0.1818771511533997,-0.020078288099418612,Region 3
22,21.508876349640033,0.6097032091735851,0.16830628509135984,Region 3
23,5.234949236865931,-0.7208312350108136,-0.013133781892584925,Region 3
24,2.637362484334186,-0.850445045423306,-0.1897301746953952,Region 3
25,8.631788230705506,-0.5092557983870077,-0.004002044820323943,Region 3
26,7.1794812833808805,-0.7237975093213416,-0.13207895982889864,Region 3
